capability_id,level,source_keys,why
LI-02,P6,dreyfus1980;sfia9,"A talent philosophy that shapes how an entire company thinks about hiring, outlasting any one leader's tenure, is Dreyfus's master band and SFIA's highest responsibility level -- the practitioner's judgment becomes doctrine rather than decision."
LI-03,P1,dreyfus1980,"Contributing informed opinions without yet being the one others defer to is Dreyfus's novice band -- participation under the umbrella of others' technical judgment, not independent influence."
LI-03,P2,dreyfus1980;fournier2017-managerspath,"Earning influence over a component through demonstrated competence rather than title is the tech-lead credibility Fournier's Manager's Path identifies as the first rung of technical leadership; doing it for one's own component, independently, is the advanced-beginner band."
LI-03,P3,dreyfus1980;larson2021-staffeng,"Being the person a domain's technical calls default to -- Larson's 'Solver'/'Tech Lead' archetype operating with full autonomy over ambiguous problems -- is the competent band: the local go-to, handling hard cases unsupervised."
LI-03,P4,sfia9;larson2021-staffeng,"Serving as the trusted tiebreaker across multiple teams, shaping shared technical approach rather than one domain's, is Larson's 'Architect' scope crossing team boundaries -- SFIA's higher band of defining direction others adopt rather than following one."
LI-03,P5,sfia9;larson2021-staffeng,"Influencing technical strategy at the level of an entire org -- the 'Right Hand'/distinguished-engineer altitude Larson describes advising executives -- is SFIA's authority band: anticipating direction and setting standards for a whole organization, not one cross-team problem."
LI-03,P6,dreyfus1980;sfia9,"Technical insight that reshapes company strategy itself, not just its technical execution, is Dreyfus's master band -- judgment operating at the altitude SFIA reserves for its highest responsibility level, where the individual sets direction the whole enterprise follows."
LI-04,P1,dreyfus1980,Deciding well inside well-defined boundaries and knowing when to ask rather than guess is Dreyfus's novice band exactly as defined: rule-following competence plus the judgment to seek help outside the rules' coverage.
LI-04,P2,dreyfus1980;klein1998-sources,"Independently weighing alternatives for scoped, familiar decisions is the early stage of the recognition-primed judgment Klein documents -- pattern-matching against a smaller base of experience than a domain expert has, which Dreyfus places at advanced-beginner."
LI-04,P3,dreyfus1980;klein1998-sources;snowden-boone2007,"Choices that hold up over months under incomplete information are decisions made in Snowden & Boone's 'complicated' or 'complex' Cynefin domains, where good practice replaces best practice; making them autonomously, drawing on the deep experience base Klein's naturalistic decision-making research describes, is the competent band."
LI-04,P4,sfia9;snowden-boone2007,Building the decision frameworks other teams use -- not just making individual good calls -- is the same shift Snowden & Boone describe from applying Cynefin oneself to teaching leaders to diagnose which domain they're in; SFIA's higher band matches this move from decision-maker to framework-definer.
LI-04,P5,sfia9;snowden-boone2007,"Setting decision frameworks at organizational scale -- choosing which contexts call for best-practice governance versus emergent-practice experimentation, per Snowden & Boone's chaotic/complex distinction -- is SFIA's authority band of org-wide standard-setting."
LI-04,P6,dreyfus1980;klein1998-sources,"Seeing structural causes others miss is the master-level intuitive expertise Klein's research identifies as inaccessible to less experienced decision-makers -- pattern recognition so deep it looks like vision, matching Dreyfus's highest band where rules disappear entirely into judgment."
LI-05,P1,dreyfus1980,"Keeping one's own work aligned to goals set by others is Dreyfus's novice band -- compliance with a direction one did not set, not yet the practice of aligning other people."
LI-05,P2,dreyfus1980;kotter1996,Aligning a small set of direct partners on a scoped decision is Kotter's 'short-term wins' step of change leadership operating at the smallest scale -- doing it independently and routinely is the advanced-beginner band.
LI-05,P3,dreyfus1980;kotter1996,"Turning open disagreement into committed direction across a domain is Kotter's 'guiding coalition' and 'communicate the vision' steps executed autonomously for ambiguous, contested situations -- the competent band's hallmark of handling what routine work doesn't cover."
LI-05,P4,sfia9;kotter1996,Aligning multiple teams and leadership -- not one domain -- behind a direction is Kotter's full eight-step change model operating at cross-team scale; SFIA's higher responsibility band captures the same shift from domain alignment to defining the approach others adopt.
LI-05,P5,sfia9;kotter1996,"Building the standing forums and narratives an organization uses to align -- the institutionalization Kotter's final step calls anchoring change in culture -- is SFIA's authority band: setting the mechanism, not just winning one alignment fight."
LI-05,P6,dreyfus1980;sfia9,"Alignment that reaches outside the company -- persuading external stakeholders as well as internal ones -- is Dreyfus's master band operating beyond the organization's boundary, the same externally-referenced altitude SFIA reserves for its top level."
LI-06,P1,dreyfus1980,"Following discussion and relying on others' design judgment is Dreyfus's novice band precisely: understanding enough to ask questions, not yet enough to be the one whose judgment is trusted."
LI-06,P2,dreyfus1980;fournier2017-managerspath,"Reviewing designs and triaging incidents without taking the keyboard is Fournier's description of the tech-lead's shift from doing the work to evaluating others' work -- independent, routine-case competence, which Dreyfus places at advanced-beginner."
LI-06,P3,dreyfus1980;larson2021-staffeng,"Being a credible thought-partner to the most senior engineers on the hardest problems in a system is Larson's Staff Engineer 'stay technical' pillar functioning at full autonomy -- the competent band's go-to status for hard, ambiguous cases."
LI-06,P4,sfia9;larson2021-staffeng,"Credibility that holds across a multi-team domain's hardest cross-cutting questions, current enough to change a design, is Larson's Architect-scope credibility; SFIA's higher band matches the jump from one system's depth to setting technical direction others adopt across teams."
LI-06,P5,sfia9;larson2021-staffeng,Translating architectural risk into business terms that guide an entire organization's technology direction is Larson's distinguished-engineer altitude advising executives; SFIA's authority band is exactly this: anticipating direction and setting standards at organizational scale.
LI-06,P6,dreyfus1980;sfia9,"Judgment trusted at every altitude because it survives contact with detail, across an entire technology landscape, is Dreyfus's master band -- expertise so integrated it needs no external validation -- matching SFIA's highest responsibility level."
